video_name,duration,fps,keyframes,keyframes(frames),struggle,struggle(frames)
08_02_01,186.94,50,"[10.172, 10.408, 10.892, 11.71, 12.641, 13.979, 15.283, 16.147, 17.476, 18.556, 19.374, 20.283, 21.102, 22.387, 23.475, 24.668, 25.551, 26.6, 27.627, 28.595, 30.056, 31.379, 32.476, 33.933, 36.652, 37.38, 38.245, 40.415, 42.052, 43.539, 44.532, 45.855, 47.199, 48.483, 49.883, 50.86, 52.515, 53.708, 54.679, 55.675, 56.57, 57.488, 58.309, 59.18, 60.485, 61.659, 62.539, 63.708, 64.716, 65.725, 66.596, 67.636, 68.731, 69.686, 70.755, 71.797, 72.654, 74.243, 75.3, 76.092, 77.094, 78.275, 79.43, 80.579, 81.517, 82.414, 83.575, 84.836, 86.069, 87.547, 88.771, 90.587, 91.427, 92.691, 93.959, 95.347, 97.294, 98.244, 100.676, 101.884, 102.989, 104.283, 106.1, 107.26, 108.468, 109.595, 110.707, 112.07, 113.24, 114.198, 115.5, 117.11, 118.836, 120.123, 121.278, 122.197, 123.371, 124.402, 125.404, 126.507, 127.572, 128.49, 129.797, 130.781, 132.509, 134.227, 140.539, 140.852, 141.619, 142.517, 143.675, 144.659, 145.671, 146.918, 147.975, 148.867, 149.86, 150.962, 152.068, 153.299, 154.556, 162.027, 162.27, 163.005, 163.948, 165.267, 167.028, 168.284, 169.739, 170.964, 172.523, 173.587, 174.611, 175.67, 176.956, 178.844, 179.538, 180.782, 182.366, 183.846, 185.131]","[509, 520, 545, 586, 632, 699, 764, 807, 874, 928, 969, 1014, 1055, 1119, 1174, 1233, 1278, 1330, 1381, 1430, 1503, 1569, 1624, 1697, 1833, 1869, 1912, 2021, 2103, 2177, 2227, 2293, 2360, 2424, 2494, 2543, 2626, 2685, 2734, 2784, 2828, 2874, 2915, 2959, 3024, 3083, 3127, 3185, 3236, 3286, 3330, 3382, 3437, 3484, 3538, 3590, 3633, 3712, 3765, 3805, 3855, 3914, 3972, 4029, 4076, 4121, 4179, 4242, 4303, 4377, 4439, 4529, 4571, 4635, 4698, 4767, 4865, 4912, 5034, 5094, 5149, 5214, 5305, 5363, 5423, 5480, 5535, 5604, 5662, 5710, 5775, 5856, 5942, 6006, 6064, 6110, 6169, 6220, 6270, 6325, 6379, 6424, 6490, 6539, 6625, 6711, 7027, 7043, 7081, 7126, 7184, 7233, 7284, 7346, 7399, 7443, 7493, 7548, 7603, 7665, 7728, 8101, 8114, 8150, 8197, 8263, 8351, 8414, 8487, 8548, 8626, 8679, 8731, 8784, 8848, 8942, 8977, 9039, 9118, 9192, 9257]","[[10.131, 135.25903], [140.462, 155.55271], [161.986, 186.11101]]","[[507, 6763], [7023, 7778], [8099, 9306]]"
08_02_02,180.86,50,"[3.699, 2.567, 5.112, 6.28, 7.605, 8.847, 9.815, 10.95, 11.853, 13.108, 14.191, 15.15, 16.038, 17.246, 18.246, 19.303, 20.247, 21.414, 22.349, 23.557, 24.686, 25.615, 26.469, 27.311, 28.214, 29.352, 30.175, 31.487, 32.606, 33.623, 34.486, 35.335, 36.253, 37.422, 38.39, 39.221, 40.069, 40.991, 42.263, 43.285, 44.11, 44.83, 45.709, 46.613, 47.463, 48.35, 49.382, 50.461, 51.661, 52.694, 53.445, 54.615, 56.029, 57.248, 58.086, 59.024, 59.934, 61.085, 62.092, 63.293, 64.254, 65.318, 66.463, 67.567, 68.725, 70.053, 71.078, 72.279, 73.198, 74.414, 75.63, 76.823, 78.102, 79.087, 80.327, 81.253, 82.095, 82.998, 83.967, 84.853, 86.415, 87.831, 88.892, 90.277, 91.621, 92.957, 94.269, 95.567, 96.976, 98.167, 99.366, 100.495, 101.541, 102.848, 104.03, 104.887, 105.855, 106.806, 107.904, 108.91, 110.158, 112.15, 112.978, 113.917, 114.749, 116.117, 117.28, 118.359, 119.237, 120.246, 121.221, 122.334, 123.374, 124.271, 125.207, 126.093, 126.974, 128.364, 129.365, 130.317, 131.311, 132.231, 133.366, 134.416, 135.332, 136.493, 137.556, 138.638, 139.605, 140.548, 141.645, 142.725, 143.613, 144.693, 145.622, 146.528, 148.262, 154.371, 155.564, 156.764, 166.836, 167.916, 169.236, 170.311, 171.284, 172.148, 173.078, 174.108, 175.467, 176.588, 177.751, 178.72, 179.757]","[185, 128, 256, 314, 380, 442, 491, 548, 593, 655, 710, 758, 802, 862, 912, 965, 1012, 1071, 1117, 1178, 1234, 1281, 1323, 1366, 1411, 1468, 1509, 1574, 1630, 1681, 1724, 1767, 1813, 1871, 1920, 1961, 2003, 2050, 2113, 2164, 2206, 2242, 2285, 2331, 2373, 2418, 2469, 2523, 2583, 2635, 2672, 2731, 2801, 2862, 2904, 2951, 2997, 3054, 3105, 3165, 3213, 3266, 3323, 3378, 3436, 3503, 3554, 3614, 3660, 3721, 3782, 3841, 3905, 3954, 4016, 4063, 4105, 4150, 4198, 4243, 4321, 4392, 4445, 4514, 4581, 4648, 4713, 4778, 4849, 4908, 4968, 5025, 5077, 5142, 5202, 5244, 5293, 5340, 5395, 5446, 5508, 5608, 5649, 5696, 5737, 5806, 5864, 5918, 5962, 6012, 6061, 6117, 6169, 6214, 6260, 6305, 6349, 6418, 6468, 6516, 6566, 6612, 6668, 6721, 6767, 6825, 6878, 6932, 6980, 7027, 7082, 7136, 7181, 7235, 7281, 7326, 7413, 7719, 7778, 7838, 8342, 8396, 8462, 8516, 8564, 8607, 8654, 8705, 8773, 8829, 8888, 8936, 8988]","[[2.54392, 149.26355], [154.276, 157.90542], [166.73, 180.69427]]","[[127, 7463], [7714, 7895], [8336, 9035]]"
08_02_03,108.5,50,"[13.861, 12.799, 15.092, 16.22, 17.364, 18.58, 19.559, 20.66, 21.837, 25.985, 23.036, 24.545, 27.194, 28.293, 29.26, 30.137, 31.065, 32.114, 33.171, 33.985, 34.873, 35.793, 36.875, 38.003, 39.145, 40.195, 41.065, 42.067, 43.017, 43.819, 44.61, 45.41, 46.397, 47.46, 48.521, 49.619, 50.753, 51.887, 52.889, 53.987, 54.873, 55.865, 56.809, 57.873, 58.833, 59.907, 61.108, 62.097, 63.121, 64.182, 65.18, 66.123, 66.939, 67.899, 69.328, 70.748, 72.111, 73.189, 74.069, 75.223, 76.077, 77.157, 78.343, 79.437, 80.659, 81.855, 82.887, 84.127, 85.18, 86.173, 87.286, 88.205, 89.173, 90.068, 91.199, 92.221, 93.351, 94.288, 95.373, 97.332, 98.256, 99.223, 100.145, 101.525]","[693, 640, 755, 811, 868, 929, 978, 1033, 1092, 1299, 1152, 1227, 1360, 1415, 1463, 1507, 1553, 1606, 1659, 1699, 1744, 1790, 1844, 1900, 1957, 2010, 2053, 2103, 2151, 2191, 2230, 2270, 2320, 2373, 2426, 2481, 2538, 2594, 2644, 2699, 2744, 2793, 2840, 2894, 2942, 2995, 3055, 3105, 3156, 3209, 3259, 3306, 3347, 3395, 3466, 3537, 3606, 3659, 3703, 3761, 3804, 3858, 3917, 3972, 4033, 4093, 4144, 4206, 4259, 4309, 4364, 4410, 4459, 4503, 4560, 4611, 4668, 4714, 4769, 4867, 4913, 4961, 5007, 5076]","[[12.79392, 102.63177]]","[[640, 5132]]"
08_02_04,28.1,50,"[8.682, 6.02, 7.239]","[434, 301, 362]","[[5.98142, 9.66892]]","[[299, 483]]"
08_02_05,34.74,50,"[2.808, 3.259, 4.048, 4.64, 5.259, 5.888, 6.596, 7.226, 19.72, 20.281, 21.096, 22.048, 23.296, 23.999, 24.602, 25.32, 26.13, 27.138, 27.811, 28.733, 29.681, 30.394, 30.906, 31.488, 32.388]","[140, 163, 202, 232, 263, 294, 330, 361, 986, 1014, 1055, 1102, 1165, 1200, 1230, 1266, 1306, 1357, 1391, 1437, 1484, 1520, 1545, 1574, 1619]","[[2.75226, 8.21059], [19.683, 33.41892]]","[[138, 411], [984, 1671]]"
08_03_01,181.18,50,"[31.09, 31.451, 32.091, 32.905, 33.877, 35.723, 36.249, 37.049, 37.921, 38.689, 39.505, 40.234, 40.985, 42.057, 42.869, 44.172, 45.161, 46.033, 47.394, 48.524, 49.492, 50.476, 51.562, 52.537, 53.553, 69.747, 71.133, 72.298, 73.073, 74.451, 75.57, 76.465, 77.538, 78.457, 79.308, 80.074, 81.412, 82.227, 83.105, 83.934, 84.881, 85.898, 86.873, 87.964, 89.034, 89.961, 92.177, 93.322, 94.097, 95.155, 95.913, 97.029, 99.769, 101.584, 104.553, 105.009, 115.393, 116.953, 118.371, 119.363, 121.185, 122.099, 123.457, 124.994, 126.153, 127.545, 128.909, 130.177, 131.417, 132.729, 133.961, 135.203, 136.337, 137.89, 139.321, 140.433, 142.44, 143.758, 145.246, 146.584, 148.627, 149.981, 151.606, 153.212, 154.967, 156.318, 157.237, 158.48, 159.385, 160.464, 161.687, 163.134, 165.078, 165.775, 166.67, 168.102, 169.214, 170.232, 171.063, 172.103, 173.453, 174.608, 176.185, 177.422, 179.03]","[1554, 1573, 1605, 1645, 1694, 1786, 1812, 1852, 1896, 1934, 1975, 2012, 2049, 2103, 2143, 2209, 2258, 2302, 2370, 2426, 2475, 2524, 2578, 2627, 2678, 3487, 3557, 3615, 3654, 3723, 3778, 3823, 3877, 3923, 3965, 4004, 4071, 4111, 4155, 4197, 4244, 4295, 4344, 4398, 4452, 4498, 4609, 4666, 4705, 4758, 4796, 4851, 4988, 5079, 5228, 5250, 5770, 5848, 5919, 5968, 6059, 6105, 6173, 6250, 6308, 6377, 6445, 6509, 6571, 6636, 6698, 6760, 6817, 6894, 6966, 7022, 7122, 7188, 7262, 7329, 7431, 7499, 7580, 7661, 7748, 7816, 7862, 7924, 7969, 8023, 8084, 8157, 8254, 8289, 8334, 8405, 8461, 8512, 8553, 8605, 8673, 8730, 8809, 8871, 8952]","[[30.834, 54.60542], [69.59237, 106.00903], [115.294, 180.76355]]","[[1542, 2730], [3480, 5300], [5765, 9038]]"
08_03_02,181.24,50,"[3.27, 4.262, 5.318, 6.544, 7.606, 20.814, 22.072, 23.999, 24.958, 26.022, 27.338, 35.746, 37.045, 38.227, 39.405, 40.811, 42.066, 43.755, 44.89, 46.091, 47.322, 48.994, 50.355, 51.507, 52.589, 53.762, 54.762, 55.926, 56.883, 57.866, 58.914, 60.154, 61.515, 62.69, 63.738, 64.83, 65.937, 67.376, 68.542, 69.645, 70.696, 71.894, 72.96, 74.008, 75.135, 76.302, 77.376, 78.455, 79.751, 80.807, 81.726, 82.649, 83.814, 84.705, 85.966, 87.383, 88.43, 89.72, 90.783, 91.918, 93.361, 94.39, 95.566, 96.75, 99.174, 97.783, 100.391, 101.99, 103.304, 104.831, 106.29, 107.334, 109.831, 108.562, 110.893, 112.033, 113.82, 114.976, 116.434, 117.528, 118.866, 120.2, 121.298, 122.619, 123.897, 125.114, 126.354, 127.488, 128.654, 129.656, 130.858, 132.088, 133.276, 134.36, 135.595, 136.857, 138.064, 139.336, 140.498, 141.468, 142.826, 143.888, 145.417, 146.538, 147.635, 148.649, 149.624, 150.608, 151.753, 153.008, 154.113, 155.377, 156.544, 157.513, 158.808, 160.088, 161.272, 162.408, 163.794, 164.944, 167.723, 166.195, 168.992, 170.152, 171.243, 172.426, 173.735, 174.935, 176.2, 177.409, 178.651, 179.89]","[164, 213, 266, 327, 380, 1041, 1104, 1200, 1248, 1301, 1367, 1787, 1852, 1911, 1970, 2041, 2103, 2188, 2244, 2305, 2366, 2450, 2518, 2575, 2629, 2688, 2738, 2796, 2844, 2893, 2946, 3008, 3076, 3134, 3187, 3242, 3297, 3369, 3427, 3482, 3535, 3595, 3648, 3700, 3757, 3815, 3869, 3923, 3988, 4040, 4086, 4132, 4191, 4235, 4298, 4369, 4422, 4486, 4539, 4596, 4668, 4720, 4778, 4838, 4959, 4889, 5020, 5100, 5165, 5242, 5314, 5367, 5492, 5428, 5545, 5602, 5691, 5749, 5822, 5876, 5943, 6010, 6065, 6131, 6195, 6256, 6318, 6374, 6433, 6483, 6543, 6604, 6664, 6718, 6780, 6843, 6903, 6967, 7025, 7073, 7141, 7194, 7271, 7327, 7382, 7432, 7481, 7530, 7588, 7650, 7706, 7769, 7827, 7876, 7940, 8004, 8064, 8120, 8190, 8247, 8386, 8310, 8450, 8508, 8562, 8621, 8687, 8747, 8810, 8870, 8933, 8994]","[[3.221, 8.60642], [20.81476, 28.35642], [35.736, 181.13855]]","[[161, 430], [1041, 1418], [1787, 9057]]"
08_03_03,181.02,50,"[26.977, 28.255, 29.369, 30.47, 31.696, 32.837, 34.293, 35.478, 36.813, 38.013, 39.213, 40.557, 42.069, 43.014, 44.046, 45.271, 46.805, 48.049, 49.265, 50.737, 51.929, 53.547, 54.858, 56.203, 57.361, 58.521, 59.673, 60.826, 62.209, 63.34, 64.428, 65.769, 66.85, 68.026, 69.113, 70.243, 71.217, 72.521, 73.689, 74.697, 75.825, 76.841, 78.193, 79.29, 80.465, 81.817, 82.966, 84.232, 85.403, 86.833, 87.888, 89.209, 90.314, 91.409, 92.68, 93.754, 95.213, 96.657, 97.928, 99.116, 100.182, 101.497, 102.569, 103.849, 104.888, 106.137, 107.418, 108.913, 110.11, 111.376, 112.505, 113.658, 114.753, 115.737, 116.642, 118.011, 119.235, 120.137, 121.225, 122.474, 123.642, 124.76, 125.769, 126.921, 128.204, 129.258, 130.187, 130.976, 132.113, 133.28, 134.416, 135.641, 136.865, 137.97, 139.066, 140.067, 141.16, 142.636, 143.73, 145.211, 146.489, 147.725, 148.946, 150.224, 151.568, 152.608, 153.832, 155.002, 156.06, 157.554, 158.715, 160.104, 161.704, 163.138, 164.44, 165.776, 166.888, 168.288, 169.656, 171.108, 172.506, 173.808, 175.232, 176.664, 177.915, 179.202, 180.568]","[1349, 1413, 1468, 1524, 1585, 1642, 1715, 1774, 1841, 1901, 1961, 2028, 2103, 2151, 2202, 2264, 2340, 2402, 2463, 2537, 2596, 2677, 2743, 2810, 2868, 2926, 2984, 3041, 3110, 3167, 3221, 3288, 3342, 3401, 3456, 3512, 3561, 3626, 3684, 3735, 3791, 3842, 3910, 3965, 4023, 4091, 4148, 4212, 4270, 4342, 4394, 4460, 4516, 4570, 4634, 4688, 4761, 4833, 4896, 4956, 5009, 5075, 5128, 5192, 5244, 5307, 5371, 5446, 5506, 5569, 5625, 5683, 5738, 5787, 5832, 5901, 5962, 6007, 6061, 6124, 6182, 6238, 6288, 6346, 6410, 6463, 6509, 6549, 6606, 6664, 6721, 6782, 6843, 6898, 6953, 7003, 7058, 7132, 7186, 7261, 7324, 7386, 7447, 7511, 7578, 7630, 7692, 7750, 7803, 7878, 7936, 8005, 8085, 8157, 8222, 8289, 8344, 8414, 8483, 8555, 8625, 8690, 8762, 8833, 8896, 8960, 9028]","[[26.898, 180.76355]]","[[1345, 9038]]"
08_03_04,71.06,50,"[32.977, 34.224, 35.31, 36.221, 37.36, 38.328, 39.584, 40.584, 42.181, 43.154, 44.025, 45.17, 46.388, 47.408, 48.594, 49.64, 50.888, 51.937, 52.72, 53.84, 55.17, 56.625, 57.814, 59.017, 60.435, 61.784, 63.185, 64.441, 65.768, 66.906]","[1649, 1711, 1766, 1811, 1868, 1916, 1979, 2029, 2109, 2158, 2201, 2258, 2319, 2370, 2430, 2482, 2544, 2597, 2636, 2692, 2758, 2831, 2891, 2951, 3022, 3089, 3159, 3222, 3288, 3345]","[[32.87952, 67.92118]]","[[1644, 3396]]"
08_03_05,72.8,50,"[19.273, 20.23, 20.91, 21.471, 22.54, 23.604, 24.257, 25.177, 29.089, 30.496, 31.387, 32.026, 32.851, 26.859, 27.614, 28.379, 29.681, 34.625, 33.702, 35.432, 36.376, 37.15, 37.951, 38.925, 39.991, 40.718, 41.575, 42.237, 55.637, 56.032, 56.662, 57.605, 58.423, 59.373, 60.078, 60.695, 61.473, 62.168, 62.767, 63.429, 64.048, 65.312, 65.958, 67.031, 55.154]","[964, 1012, 1046, 1074, 1127, 1180, 1213, 1259, 1454, 1525, 1569, 1601, 1643, 1343, 1381, 1419, 1484, 1731, 1685, 1772, 1819, 1858, 1898, 1946, 2000, 2036, 2079, 2112, 2782, 2802, 2833, 2880, 2921, 2969, 3004, 3035, 3074, 3108, 3138, 3171, 3202, 3266, 3298, 3352, 2758]","[[19.205, 43.19746], [55.1419, 68.03079]]","[[960, 2160], [2757, 3402]]"
08_04_01,98.48,50,"[7.367, 7.893, 8.237, 9.582, 10.413, 11.045, 11.709, 12.414, 13.461, 32.165, 32.585, 33.262, 34.301, 35.82, 37.357, 38.143, 39.222, 40.077, 41.022, 41.904, 43.325, 51.97, 52.718, 53.497, 54.357, 55.691, 56.925, 58.021, 59.198, 60.591, 73.886, 74.186, 74.445, 74.973, 75.845, 77.013, 78.365, 80.093, 81.71, 84.453, 86.085, 88.217]","[368, 395, 412, 479, 521, 552, 585, 621, 673, 1608, 1629, 1663, 1715, 1791, 1868, 1907, 1961, 2004, 2051, 2095, 2166, 2598, 2636, 2675, 2718, 2785, 2846, 2901, 2960, 3030, 3694, 3709, 3722, 3749, 3792, 3851, 3918, 4005, 4085, 4223, 4304, 4411]","[[7.072, 14.46059], [32.06589, 44.34714], [51.732, 61.65542], [71.13177, 89.25677]]","[[354, 723], [1603, 2217], [2587, 3083], [3557, 4463]]"
08_04_02,175.34,50,"[3.049, 4.273, 1.834, 5.584, 18.745, 20.216, 17.618, 21.262, 22.449, 23.71, 24.961, 26.038, 27.415, 28.662, 29.782, 30.775, 31.833, 33.118, 34.262, 35.446, 36.856, 38.139, 39.414, 40.477, 41.43, 42.35, 43.543, 44.633, 45.712, 47.065, 48.423, 49.542, 50.542, 51.519, 52.737, 53.806, 54.755, 56.079, 57.097, 58.231, 59.404, 60.519, 61.718, 62.899, 63.854, 65.182, 66.286, 67.351, 68.247, 69.202, 70.262, 71.464, 72.543, 74.03, 75.382, 76.454, 77.582, 78.67, 80.264, 81.559, 82.79, 83.984, 85.27, 86.403, 87.627, 89.116, 89.979, 91.053, 92.179, 93.043, 94.059, 95.051, 96.451, 97.692, 98.831, 99.907, 100.942, 102.019, 103.339, 105.822, 107.229, 104.804, 108.453, 109.893, 111.04, 112.229, 113.405, 114.357, 115.238, 116.493, 117.43, 118.309, 119.485, 120.71, 122.117, 123.282, 124.319, 125.581, 126.717, 128.153, 129.368, 130.653, 131.753, 132.749, 133.9, 135.132, 136.125, 137.159, 138.58, 140.157, 141.286, 142.397, 143.589, 144.756, 146.061, 147.63, 148.83, 150.012, 151.076, 152.11, 153.358, 154.476, 155.661, 156.765, 157.63, 158.848, 160.117, 161.292, 162.185, 163.108, 163.988, 165.088]","[152, 214, 92, 279, 937, 1011, 881, 1063, 1122, 1186, 1248, 1302, 1371, 1433, 1489, 1539, 1592, 1656, 1713, 1772, 1843, 1907, 1971, 2024, 2072, 2118, 2177, 2232, 2286, 2353, 2421, 2477, 2527, 2576, 2637, 2690, 2738, 2804, 2855, 2912, 2970, 3026, 3086, 3145, 3193, 3259, 3314, 3368, 3412, 3460, 3513, 3573, 3627, 3702, 3769, 3823, 3879, 3934, 4013, 4078, 4140, 4199, 4264, 4320, 4381, 4456, 4499, 4553, 4609, 4652, 4703, 4753, 4823, 4885, 4942, 4995, 5047, 5101, 5167, 5291, 5361, 5240, 5423, 5495, 5552, 5611, 5670, 5718, 5762, 5825, 5872, 5915, 5974, 6036, 6106, 6164, 6216, 6279, 6336, 6408, 6468, 6533, 6588, 6637, 6695, 6757, 6806, 6858, 6929, 7008, 7064, 7120, 7179, 7238, 7303, 7382, 7442, 7501, 7554, 7606, 7668, 7724, 7783, 7838, 7882, 7942, 8006, 8065, 8109, 8155, 8199, 8254]","[[1.75226, 6.58559], [17.521, 166.01355]]","[[88, 329], [876, 8301]]"
08_04_03,146.04,50,"[3.941, 2.218, 5.196, 6.614, 7.802, 9.149, 10.562, 11.989, 13.298, 14.347, 15.642, 16.786, 18.011, 32.557, 33.652, 34.863, 36.079, 37.255, 38.399, 39.526, 40.719, 42.063, 43.335, 44.503, 45.639, 46.549, 47.831, 49.083, 50.335, 51.455, 52.711, 53.759, 55.039, 56.29, 57.335, 58.35, 59.487, 60.639, 61.935, 63.199, 64.313, 65.331, 66.559, 67.879, 69.023, 70.439, 71.287, 72.742, 73.96, 75.224, 76.489, 77.744, 79.096, 80.664, 82.272, 84.424, 85.456, 86.736, 88.313, 90.236, 91.656, 93.008, 94.376, 95.476, 97.026, 98.504, 99.872, 101.499, 103.056, 104.44, 105.714, 107.064, 108.36, 110.024, 111.096, 112.074, 113.443, 114.984, 116.478, 117.88, 119.026, 120.36, 121.424, 122.68, 124.004, 125.429, 126.648, 127.808, 129.145, 130.497, 131.77, 133.288, 134.589, 135.824, 137.192]","[197, 111, 260, 331, 390, 457, 528, 599, 665, 717, 782, 839, 901, 1628, 1683, 1743, 1804, 1863, 1920, 1976, 2036, 2103, 2167, 2225, 2282, 2327, 2392, 2454, 2517, 2573, 2636, 2688, 2752, 2814, 2867, 2918, 2974, 3032, 3097, 3160, 3216, 3267, 3328, 3394, 3451, 3522, 3564, 3637, 3698, 3761, 3824, 3887, 3955, 4033, 4114, 4221, 4273, 4337, 4416, 4512, 4583, 4650, 4719, 4774, 4851, 4925, 4994, 5075, 5153, 5222, 5286, 5353, 5418, 5501, 5555, 5604, 5672, 5749, 5824, 5894, 5951, 6018, 6071, 6134, 6200, 6271, 6332, 6390, 6457, 6525, 6589, 6664, 6729, 6791, 6860]","[[2.157, 19.04392], [32.533, 138.26355]]","[[108, 952], [1627, 6913]]"
08_04_04,140.96,50,"[8.496, 1.389, 2.351, 3.381, 4.617, 6.035, 7.319, 9.629, 10.677, 24.261, 22.155, 23.107, 25.475, 26.722, 27.778, 30.919, 31.893, 32.966, 34.373, 35.581, 36.809, 38.31, 39.577, 40.63, 41.83, 42.935, 44.117, 45.125, 46.205, 47.614, 48.982, 50.261, 51.29, 53.245, 54.359, 55.31, 57.901, 56.592, 59.188, 60.404, 61.448, 62.468, 63.668, 65.152, 66.444, 67.38, 68.396, 69.517, 70.396, 71.512, 72.58, 74.052, 75.485, 76.93, 78.165, 79.092, 79.967, 81.1, 82.157, 83.453, 84.676, 85.822, 87.18, 88.212, 89.358, 90.38, 91.717, 92.797, 94.148, 95.406, 96.556, 97.772, 98.876, 99.892, 101.037, 102.156, 103.24, 104.293, 105.484, 106.332, 107.076, 107.911, 109.164, 110.22, 111.38, 112.581, 113.676, 114.669, 115.708, 116.724, 117.772, 118.788, 120.247, 122.048, 123.607, 125.005, 126.327, 128.169, 130.334, 131.844, 133.677]","[425, 69, 118, 169, 231, 302, 366, 481, 534, 1213, 1108, 1155, 1274, 1336, 1389, 1546, 1595, 1648, 1719, 1779, 1840, 1916, 1979, 2032, 2092, 2147, 2206, 2256, 2310, 2381, 2449, 2513, 2564, 2662, 2718, 2766, 2895, 2830, 2959, 3020, 3072, 3123, 3183, 3258, 3322, 3369, 3420, 3476, 3520, 3576, 3629, 3703, 3774, 3847, 3908, 3955, 3998, 4055, 4108, 4173, 4234, 4291, 4359, 4411, 4468, 4519, 4586, 4640, 4707, 4770, 4828, 4889, 4944, 4995, 5052, 5108, 5162, 5215, 5274, 5317, 5354, 5396, 5458, 5511, 5569, 5629, 5684, 5733, 5785, 5836, 5889, 5939, 6012, 6102, 6180, 6250, 6316, 6408, 6517, 6592, 6684]","[[1.37726, 11.64809], [22.104, 28.77309], [30.87771, 134.75903]]","[[69, 582], [1105, 1439], [1544, 6738]]"
08_04_05,47,50,"[1.913, 2.5, 3.273, 4.025, 4.841]","[96, 125, 164, 201, 242]","[[1.82065, 5.88883]]","[[91, 294]]"
09_01_01,103.84,50,"[21.686, 21.991, 22.405, 23.479, 24.501, 25.464, 27.617, 29.224, 30.341, 31.814, 33.005, 34.293, 35.583, 36.631, 37.43, 38.561, 39.72, 40.742, 41.791, 43.408, 44.728, 45.896, 46.873, 47.725, 48.674, 49.776, 51.432, 52.424, 55.318, 55.928, 56.781, 57.952, 59.184, 60.192, 61.359, 62.343, 63.336, 64.4, 65.415, 66.373, 74.297, 74.557, 75.117, 76.169, 78.137, 79.976, 80.821, 81.968, 85.393, 86.144, 88.577, 90.263, 91.639, 92.943, 94.289]","[1084, 1100, 1120, 1174, 1225, 1273, 1381, 1461, 1517, 1591, 1650, 1715, 1779, 1832, 1872, 1928, 1986, 2037, 2090, 2170, 2236, 2295, 2344, 2386, 2434, 2489, 2572, 2621, 2766, 2796, 2839, 2898, 2959, 3010, 3068, 3117, 3167, 3220, 3271, 3319, 3715, 3728, 3756, 3808, 3907, 3999, 4041, 4098, 4270, 4307, 4429, 4513, 4582, 4647, 4714]","[[20.37952, 67.25677], [74.084, 95.25677]]","[[1019, 3363], [3704, 4763]]"
09_01_02,32.12,50,[],[],[],[]
09_01_03,23.76,50,[],[],[],[]
09_01_04,22.26,50,[],[],[],[]
09_01_05,19.22,50,[],[],[],[]
09_02_01,115.26,50,"[3.756, 4.241, 5.036, 5.884, 7.387, 8.314, 11.644, 12.276, 12.893, 13.884, 14.833, 15.797, 16.997, 18.113, 19.365, 20.397, 21.669, 23.002, 24.395, 26.266, 34.73, 35.084, 35.46, 36.395, 37.467, 38.49, 39.469, 40.386, 41.475, 42.651, 44.061, 45.404, 46.282, 47.371, 56.902, 57.225, 57.676, 58.409, 59.145, 59.823, 60.588, 61.555, 62.364, 63.827, 72.723, 73.037, 73.471, 74.18, 74.793, 75.395, 76.161, 76.882, 78.092, 79.161, 80.075, 81.153, 82.02, 83.505, 84.554, 85.827, 86.785, 87.786, 88.819, 90.057, 91.988, 93.193, 94.355, 95.897, 97.261, 98.605, 100.562, 101.796, 103.233, 104.451, 106.714, 107.89]","[188, 212, 252, 294, 369, 416, 582, 614, 645, 694, 742, 790, 850, 906, 968, 1020, 1083, 1150, 1220, 1313, 1736, 1754, 1773, 1820, 1873, 1924, 1973, 2019, 2074, 2133, 2203, 2270, 2314, 2369, 2845, 2861, 2884, 2920, 2957, 2991, 3029, 3078, 3118, 3191, 3636, 3652, 3674, 3709, 3740, 3770, 3808, 3844, 3905, 3958, 4004, 4058, 4101, 4175, 4228, 4291, 4339, 4389, 4441, 4503, 4599, 4660, 4718, 4795, 4863, 4930, 5028, 5090, 5162, 5223, 5336, 5394]","[[2.50271, 9.37726], [11.52771, 27.30271], [34.387, 48.40964], [56.647, 64.84714], [72.64673, 108.86101]]","[[125, 469], [576, 1365], [1719, 2420], [2832, 3242], [3632, 5443]]"
09_02_02,62.12,50,"[9.314, 10.38, 8.478, 11.738, 13.344, 14.6, 22.456, 21.299, 23.389, 24.427, 25.579, 26.634, 27.844, 28.932, 41.16, 42.208, 43.496, 44.862, 46.247, 47.622, 48.775, 49.717, 50.855, 52.111, 53.295, 54.373, 55.592, 56.792]","[466, 519, 424, 587, 667, 730, 1123, 1065, 1169, 1221, 1279, 1332, 1392, 1447, 2058, 2110, 2175, 2243, 2312, 2381, 2439, 2486, 2543, 2606, 2665, 2719, 2780, 2840]","[[8.494, 15.58559], [21.276, 29.93976], [41.08559, 57.81476]]","[[425, 779], [1064, 1497], [2054, 2891]]"
09_02_03,28.4,50,"[14.933, 16.155, 13.527]","[747, 808, 676]","[[13.48142, 17.18976]]","[[674, 859]]"
09_02_04,28.7,50,"[2.126, 3.687, 4.688, 5.79, 7.048]","[106, 184, 234, 290, 352]","[[2.10642, 8.08559]]","[[105, 404]]"
09_02_05,22.12,50,[],[],[],[]
